item,id_netux,criterio_calificacion,nombre_equipo,estado_informe,codigo_certificado,marca,serie,descripcion,iq,oq,pq,cal,centro_costo,area,ubicacion_fisica,proveedor,enero,febrero,marzo,abril,mayo,junio,julio,agosto,septiembre,octubre,noviembre,diciembre,fecha,dias_vigencia_certificado,torre,pendientes,p_iq,p_oq,p_pq,p_cal,precio_unitario
0 kg,,,Báscula (250 kg),,CC 398469,Seca,5876023153515,Calibración metrologica,,,,CAL,1101.0,Hospitalización Reinaldo Cabrera,Hospitalización adultos TB3P,Celsius,,,,X,,,,,,,,,2024-04-20,-104,Torre B,Pendiente,0,0.0,0.0,0.0,162600
0kg,,,Báscula (250 kg),,CC 397429,Seca,10000000889959,Calibración metrologica,,,,CAL,6904.0,Sede 102,Prueba de esfuero  ,Celsius,,,,X,,,,,,,,,2024-04-30,-94,Sede 102,Pendiente,0,0.0,0.0,0.0,162600
0 kg,,,Báscula (250 kg),,CC 397430,Seca,5876299144182,Calibración metrologica,,,,CAL,5206.0,Chequeo ejecutivo,Chequeo ejecutivo,Celsius,,,,X,,,,,,,,,2024-04-30,-94,Torre F,Pendiente,0,0.0,0.0,0.0,162600
0 kg,,,Báscula (250 kg),,CC 397432,Seca,5876256143283,Calibración metrologica,,,,CAL,5206.0,Chequeo ejecutivo,Chequeo ejecutivo,Celsius,,,,X,,,,,,,,,2024-04-30,-94,Torre F,Pendiente,0,0.0,0.0,0.0,162600
5 - 50 µl RECEPCIÓN OK ,,,Micropipeta,,CC 368003 // CC 423627,Biohit 5 - 50,42382007,Calibración metrologica,,,,CAL,6904.0,Sede 102,Sede 102 laboratorio,Celsius,,,,,,,,,,X,,,2024-09-25,54,Sede 102,Realizado,0,0.0,0.0,0.0,105818
20 - 200 µl RECEPCIÓN OK ,,,Micropipeta,,CC 367990 // CC 423626,Biohit20-200,42586986,Calibración metrologica,,,,CAL,6904.0,Sede 102,Sede 102 laboratorio,Celsius,,,,,,,,,,X,,,2024-09-25,54,Sede 102,Realizado,0,0.0,0.0,0.0,105818
0 kg,,,Báscula (250 kg),,CC 402797,Seca,5876256143281,Calibración metrologica,,,,CAL,7404.0,Consulta externa,Torre I piso 4 C.407,Celsius,,,,,X,,,,,,,,2024-05-08,-86,Torre I,Pendiente,0,0.0,0.0,0.0,162600
0 kg,,,Báscula (250 kg),,CC 402801,Seca,5876256143317,Calibración metrologica,,,,CAL,7404.0,Consulta externa,Torre I piso 4 C.405,Celsius,,,,,X,,,,,,,,2024-05-08,-86,Torre I,Pendiente,0,0.0,0.0,0.0,162600
0kg,,,Báscula (250 kg),,CC 402799,Seca,5876259151249,Calibración metrologica,,,,CAL,7404.0,Consulta externa,Torre I piso 4 C.418,Celsius,,,,,X,,,,,,,,2024-05-08,-86,Torre I,Pendiente,0,0.0,0.0,0.0,162600
"-0,1 kg",,,Báscula (250 kg),,CC 402798,Seca,5876256143307,Calibración metrologica,,,,CAL,7404.0,Consulta externa,Torre I piso 4 C.412,Celsius,,,,,X,,,,,,,,2024-05-08,-86,Torre I,Pendiente,0,0.0,0.0,0.0,162600
"-0,1 kg",,,Báscula (250 kg),,CC 402800,Seca,5876256143300,Calibración metrologica,,,,CAL,7404.0,Consulta externa,Torre I piso 4 C.403,Celsius,,,,,X,,,,,,,,2024-05-08,-86,Torre I,Pendiente,0,0.0,0.0,0.0,162600
"-0,2 kg",,,Báscula (250 kg),,CC 402807,Seca,5876023153526,Calibración metrologica,,,,CAL,7410.0,Consulta externa,Torre I piso 10 C.18,Celsius,,,,,X,,,,,,,,2024-05-08,-86,Torre I,Pendiente,0,0.0,0.0,0.0,162600
0 kg,,,Báscula (250 kg),,CC 402809,Seca,5876259151200,Calibración metrologica,,,,CAL,7409.0,Consulta externa,Torre I piso 9 C.908,Celsius,,,,,X,,,,,,,,2024-05-08,-86,Torre I,Pendiente,0,0.0,0.0,0.0,162600
0 kg,,,Báscula (250 kg),,CC 402810,Seca,5876256143313,Calibración metrologica,,,,CAL,7409.0,Consulta externa,Torre I piso 9 preconsulta ,Celsius,,,,,X,,,,,,,,2024-05-08,-86,Torre I,Pendiente,0,0.0,0.0,0.0,162600
0 kg,,,Báscula (250 kg),,CC 402813,Seca,5876285175255,Calibración metrologica,,,,CAL,7412.0,Consulta externa,Torre I piso 12 C.01,Celsius,,,,,X,,,,,,,,2024-05-08,-86,Torre I,Pendiente,0,0.0,0.0,0.0,162600
0 kg,,,Báscula (250 kg),,CC 402815,Seca,10000000357231,Calibración metrologica,,,,CAL,1100.0,Hospitalización Suit Carlos Lleras,Hospitalización Suit Carlos Lleras,Celsius,,,,,X,,,,,,,,2024-05-09,-85,Torre D,Pendiente,0,0.0,0.0,0.0,162600
"-0,1 kg",,,Báscula (250 kg),,CC 402816,Seca,5876256143352,Calibración metrologica,,,,CAL,1200.0,Unidad diagnóstica no invasiva adultos,Unidad diagnostica no invasiva adultos,Celsius,,,,,X,,,,,,,,2024-05-09,-85,Torre F,Pendiente,0,0.0,0.0,0.0,162600
0 kg,,,Báscula (250 kg),,CC 402356,Seca,5876201150276,Calibración metrologica,,,,CAL,200.0,Hospitalización niños,Torre C piso 3 Cuarto de equipos,Celsius,,,,,X,,,,,,,,2024-05-10,-84,Torre C,Pendiente,0,0.0,0.0,0.0,162600
,,,Tensiometro,,CC 418460,HEINE,500063088,Calibración metrologica,,,,CAL,7406.0,Consulta externa,Torre I Piso 6 C.613,Celsius,,,,,,,,X,,,,,2024-08-29,27,Torre I,Realizado,0,0.0,0.0,0.0,60899
0 kg,,,Báscula (250 kg),,CC 402362,Seca,5876256143308,Calibración metrologica,,,,CAL,2005.0,Urgencias Pediátricas,Urgencias pediátricas TFP1,Celsius,,,,,X,,,,,,,,2024-05-10,-84,Torre F,Pendiente,0,0.0,0.0,0.0,162600
(1000 gr) ,,,Masas,,MG11003−24,-,MF1-05,Calibración metrologica,,,,CAL,4301.0,Central de mezclas,Central de mezclas,Ainser,,,X,,,,,,,,,,2024-03-11,-144,Torre A,Pendiente,0,0.0,0.0,0.0,116160
,,,Tallímetro,,023,Seca,21244,Calibración metrologica,,,,CAL,1100.0,Hospitalización Adultos,TAP4,FCI,,,,,,,X,,,,,,2024-07-26,-7,Torre A,Pendiente,0,0.0,0.0,0.0,62832
,,,Báscula (250 kg),,CC 406927,Seca,5876063161955,Calibración metrologica,,,,CAL,7000.0,Consulta externa,Torre E piso 5 - Investigaciones pediatría,Celsius,,,,,X,,,,,,,,2024-05-29,-65,Torre E,Pendiente,0,0.0,0.0,0.0,162600
,,,Tallímetro,,024,Seca,021950,Calibración metrologica,,,,CAL,2005.0,Urgencias Pediátricas,Urgencias pediátricas TFP1,FCI,,,,,,,X,,,,,,2024-07-31,-2,Torre F,Pendiente,0,0.0,0.0,0.0,62832
,,,AMBIENTE NO ESTERILES CENTRAL DE MEZCLAS,,SON 6 CERTIFICADOS,nxsensor-1.3,,Calibración metrologica,,,,CAL,,,,Netux,,,,,,,,,,,,,2023-08-01,-367,,Pendiente,0,0.0,0.0,0.0,
FECHAS DE LOS CC 20-09-2023 / 05-08-2023,,,AMBIENTE ONCOLOGICOS CENTRAL DE MEZCLAS BOGOTÁ,,E-6420-23 / DX-85408,nxsensor-1.3,,Calibración metrologica,,,,CAL,,,,NETUX,,,,,,,,,,,,,2023-09-20,-317,,Pendiente,0,0.0,0.0,0.0,
,,,Tallímetro,,025,Pared,TFP1-4,Calibración metrologica,,,,CAL,2005.0,Urgencias Pediátricas,Urgencias pediátricas sala de procedimientos,FCI,,,,,,,x,,,,,,2024-07-31,-2,Torre F,Pendiente,0,0.0,0.0,0.0,62832
,,,AMBIENTE RADIOLOGÍA RESONANCIA BOGOTÁ,,C-23176,nxsensor-lite1.0,,Calibración metrologica,,,,CAL,,,,NETUX,,,,,,,,,,,,,2023-11-21,-255,,Pendiente,0,0.0,0.0,0.0,
,,,AMBIENTE RADIOLOGÍA RX1 BOGOTÁ,,C-23178,nxsensor-lite1.0,,Calibración metrologica,,,,CAL,,,,NETUX,,,,,,,,,,,,,2023-11-21,-255,,Pendiente,0,0.0,0.0,0.0,
,,,AMBIENTE RADIOLOGÍA TAC 128 BOGOTÁ,,C-23178,nxsensor-lite1.0,,Calibración metrologica,,,,CAL,,,,NETUX,,,,,,,,,,,,,2023-11-21,-255,,Pendiente,0,0.0,0.0,0.0,
VENCIDO,,,AMBIENTE RECEPCIÓN DE MEDICAMENTOS BOGOTÁ,,DX-76012,nxsensor-1.3,,Calibración metrologica,,,,CAL,,,,NETUX,,,,,,,,,,,,,2022-11-23,-618,,Pendiente,0,0.0,0.0,0.0,
,,,AMBIENTE RECUPERACIÓN CENTRAL DE GASES BOGOTÁ,,C-23508,nxsensor-lite1.0,,Calibración metrologica,,,,CAL,,,,NETUX,,,,,,,,,,,,,2023-11-28,-248,,Pendiente,0,0.0,0.0,0.0,
,,,AMBIENTE SALA HÍBRIDA BOGOTÁ,,C-23490,nxsensor-lite1.0,,Calibración metrologica,,,,CAL,,,,NETUX,,,,,,,,,,,,,2023-11-28,-248,,Pendiente,0,0.0,0.0,0.0,
,,,AMBIENTE UCI CV ADULTOS BOGOTÁ,,C-23506,nxsensor-lite1.0,,Calibración metrologica,,,,CAL,,,,NETUX,,,,,,,,,,,,,2023-11-28,-248,,Pendiente,0,0.0,0.0,0.0,
,,,AMBIENTE UCI CV ADULTOS CUARTO MEDICO BOGOTÁ,,C-23509,nxsensor-lite1.0,,Calibración metrologica,,,,CAL,,,,NETUX,,,,,,,,,,,,,2023-11-28,-248,,Pendiente,0,0.0,0.0,0.0,
,,,AMBIENTE UCI CV PEDIÁTRICA BOGOTÁ,,C-23510,nxsensor-lite1.0,,Calibración metrologica,,,,CAL,,,,NETUX,,,,,,,,,,,,,2023-11-28,-248,,Pendiente,0,0.0,0.0,0.0,
,,,AMBIENTE UCI MEDICA 1 BOGOTÁ,,C-23507,nxsensor-lite1.0,,Calibración metrologica,,,,CAL,,,,NETUX,,,,,,,,,,,,,2023-11-28,-248,,Pendiente,0,0.0,0.0,0.0,
,,,AMBIENTE UCI MEDICA 2 BOGOTÁ,,C-23505,nxsensor-lite1.0,,Calibración metrologica,,,,CAL,,,,NETUX,,,,,,,,,,,,,2023-11-28,-248,,Pendiente,0,0.0,0.0,0.0,
,,,AMBIENTE URGENCIAS CONSULTORIOS BOGOTÁ,,C-23172,nxsensor-lite1.0,,Calibración metrologica,,,,CAL,,,,NETUX,,,,,,,,,,,,,2023-11-21,-255,,Pendiente,0,0.0,0.0,0.0,
,,,AMBIENTE URGENCIAS OBSERVACIÓN BOGOTÁ,,C-23172,nxsensor-lite1.0,,Calibración metrologica,,,,CAL,,,,NETUX,,,,,,,,,,,,,2023-11-21,-255,,Pendiente,0,0.0,0.0,0.0,
,,,AMBIENTE URGENCIAS PLANES ESPECIALES BOGOTÁ,,C-23174,nxsensor-lite1.0,,Calibración metrologica,,,,CAL,,,,NETUX,,,,,,,,,,,,,2023-11-21,-255,,Pendiente,0,0.0,0.0,0.0,
,,,AMBIENTE URGENCIAS SALA RX BOGOTÁ,,C-23498,nxsensor-lite1.0,,Calibración metrologica,,,,CAL,,,,NETUX,,,,,,,,,,,,,2023-11-28,-248,,Pendiente,0,0.0,0.0,0.0,
FECHAS DE LOS CC 05/08/2023 / 20-09-2023,,,AMBIENTE VESTIER INTERIOR CENTRAL DE MEZCLAS,,DX-85412 / E-6415-23_x000D_,nxsensor-1.3,,Calibración metrologica,,,,CAL,,,,NETUX,,,,,,,,,,,,,2023-09-20,-317,,Pendiente,0,0.0,0.0,0.0,
,,,AMBIENTE VESTIER INTERIOR CM BOGOTÁ,,C-23496,nxsensor-lite1.0,,Calibración metrologica,,,,CAL,,,,NETUX,,,,,,,,,,,,,2023-11-28,-248,,Pendiente,0,0.0,0.0,0.0,
(500g),,,Masas,,MG5807-24,-,SASG7061,Calibración metrologica,,,,CAL,3100.0,Banco de sangre,Banco de sangre,Ainser, , , ,,,,X, , , , ,,2024-07-19,-14,Torre H,Pendiente,0,0.0,0.0,0.0,116160
Recepcion OK ,,,Báscula (250 kg),,MG21910-23 // CC 424937,Seca,10000000972258,Calibración metrologica,,,,CAL,2000.0,Urgencias Adultos,Urgencias planes especiales C02,Celsius,,,,,,,,,,X,,,2024-10-30,89,Torre A,Realizado,0,0.0,0.0,0.0,162600
Recepcion OK ,,,Báscula (250 kg),,MG22010-23 // CC 424935,Seca,10000000972210,Calibración metrologica,,,,CAL,2000.0,Urgencias Adultos,Urgencias planes especiales C01,Celsius,,,,,,,,,,X,,,2024-10-30,89,Torre A,Realizado,0,0.0,0.0,0.0,162600
Reunión del 05/08/2024 - Ing Ingrid - Equipo de BAJA reemplazado por serie : ,,,Nevera,,2465,Supernórdico,P-3567,Verificación metrologica,,,,CAL,1101.0,Back up,Back up,Ainser,,,,,,,,,,,,X,2024-12-05,125,Torre D,Realizado,0,0.0,0.0,0.0,300000
(0-150)psi RECEPCIÓN OK,,,Manometro (0-150)psi,,CC 368608  // CC 424783,Winters,04145,Calibración metrologica,,,,CAL,4300.0,SAM,Punto de muestreo,Celsius,,,,,,,,,,X,,,2024-10-24,83,Sótano,Realizado,0,0.0,0.0,0.0,83044
 (0-200) psi,,,Manometro (0-200) psi,,CC 368609 // CC 420755,WIKA,23937,Calibración metrologica,,,,CAL,4300.0,SAM,MANI AIRE SUCCIO 2,Celsius,,,,,,,,,,X,,,2024-10-10,69,Sótano,Realizado,0,0.0,0.0,0.0,83044
 (0-200) psi RECEPCIÓN OK,,,Manometro (0-200) psi,,CC 368619 // CC 420753,WIKA,23936,Calibración metrologica,,,,CAL,4300.0,SAM,BAYPASS AIRE SUCC 2,Celsius,,,,,,,,,,X,,,2024-10-15,74,Sótano,Realizado,0,0.0,0.0,0.0,83044
 (0-200) psi  RECEPCIÓN OK ,,,Manometro (0-200) psi,,CC 368620 // CC 420758,WIKa,23933,Calibración metrologica,,,,CAL,4300.0,SAM,MANI AIRE SUCCIO 1,Celsius,,,,,,,,,,X,,,2024-10-15,74,Sótano,Realizado,0,0.0,0.0,0.0,83044
 (0-200) psi RECEPCIÓN OK ,,,Manometro (0-200) psi,,CC 368621 // CC423675,Wika,04594,Calibración metrologica,,,,CAL,4300.0,SAM,Unidad de regulación doble inferior oxigeno,Celsius,,,,,,,,,,X,,,2024-10-07,66,Sótano,Realizado,0,0.0,0.0,0.0,83044
 (0-200) psi RECEPCIÓN OK ,,,Manometro (0-200) psi,,CC 374683 //  CC423673,Wika,4593,Calibración metrologica,,,,CAL,4300.0,SAM,Unidad de regulación semiautomático O2,Celsius,,,,,,,,,,X,,,2024-10-07,66,Sótano,Realizado,0,0.0,0.0,0.0,83044
 (0-200) psi RECEPCIÓN OK,,,Manometro (0-200) psi,,CC 367048 //CC 424782,WIKA,23935,Calibración metrologica,,,,CAL,4300.0,SAM,BAYPASS AIRE SUCC 1,Celsius,,,,,,,,,,X,,,2024-10-24,83,Sótano,Realizado,0,0.0,0.0,0.0,83044
 (0-200) psi  RECEPCIÓN OK,,,Manometro (0-200) psi,,CC 374682 //  CC 420757,Wika,9746,Calibración metrologica,,,,CAL,4300.0,SAM,Unidad regulación semiautomátio aire sución,Celsius,,,,,,,,,,X,,,2024-10-15,74,Sótano,Realizado,0,0.0,0.0,0.0,83044
 (0-200) psi RECEPCIÓN OK,,,Manometro (0-200) psi,,CC 374684 // CC423674,Wika,04592,Calibración metrologica,,,,CAL,4300.0,SAM,BAYPASS 2 O2,Celsius,,,,,,,,,,X,,,2024-10-07,66,Sótano,Realizado,0,0.0,0.0,0.0,83044
 (0-200) psi RECEPCIÓN OK ,,,Manometro (0-200) psi,,CC 374685 //  CC423676,Winters,8696,Calibración metrologica,,,,CAL,4300.0,SAM,BYPASS 2 O2,Celsius,,,,,,,,,,X,,,2024-10-07,66,Sótano,Realizado,0,0.0,0.0,0.0,83044
,,,CONGELADOR 1 SEDE 102 BOGOTÁ,,C-24524,nxsensor-1.3,,Calibración metrologica,,,,CAL,,,,NETUX,,,,,,,,,,,,,2023-12-20,-226,,Pendiente,0,0.0,0.0,0.0,
,,,CONGELADOR 2 SEDE 102 BOGOTÁ,,C-24516,nxsensor-1.3,,Calibración metrologica,,,,CAL,,,,NETUX,,,,,,,,,,,,,2023-12-20,-226,,Pendiente,0,0.0,0.0,0.0,
,,,CONGELADOR REACTIVOS BIOLOGIA MOLECULAR,,C-19765,nxsensor-lite1.0,,Calibración metrologica,,,,CAL,,,,Netux,,,,,,,,,,,,,2023-08-15,-353,,Pendiente,0,0.0,0.0,0.0,
,,,CONGELADOR TOMA DE MUESTRAS,,C-23694,nxsensor-1.3,,Calibración metrologica,,,,CAL,,,,NETUX,,,,,,,,,,,,,2023-12-14,-232,,Pendiente,0,0.0,0.0,0.0,
,,,CONGELADOR VERTICAL INVESTIGACIONES,,C-23693,nxsensor-1.3,,Calibración metrologica,,,,CAL,,,,NETUX,,,,,,,,,,,,,2023-12-14,-232,,Pendiente,0,0.0,0.0,0.0,
 (0-400)psi RECEPCIÓN OK ,,,Manometro (0-400)psi,,CC 368612 // CC423670,Wika,04597,Calibración metrologica,,,,CAL,4300.0,SAM,Manifold banco izquierdo oxigeno,Celsius,,,,,,,,,,X,,,2024-10-07,66,Sótano,Realizado,0,0.0,0.0,0.0,111109
(0-4000) psi RECEPCIÓN OK ,,,Manometro (0-4000)psi,,CC 368610 // CC423679,Wika,04598,Calibración metrologica,,,,CAL,4300.0,SAM,Manifold banco izquierdo CO2,Celsius,,,,,,,,,,X,,,2024-10-07,66,Sótano,Realizado,0,0.0,0.0,0.0,111109
(0-4000) psi RECEPCIÓN OK ,,,Manometro (0-4000)psi,,CC 368611 // CC 423682,Wika,04601,Calibración metrologica,,,,CAL,4300.0,SAM,Manifold banco izquierdo nitrogeno,Celsius,,,,,,,,,,X,,,2024-10-07,66,Sótano,Realizado,0,0.0,0.0,0.0,111109
(0-4000) psi  RECEPCIÓN OK ,,,Manometro (0-4000)psi,,CC 368613 // CC 420756,Wika,23938,Calibración metrologica,,,,CAL,4300.0,SAM,MANI AIRE SUCCIO 2,Celsius,,,,,,,,,,X,,,2024-10-15,74,Sótano,Realizado,0,0.0,0.0,0.0,111109
(0-4000) psi RECEPCIÓN OK ,,,Manometro (0-4000)psi,,CC 368622// CC 420754,WIKA,23934,Calibración metrologica,,,,CAL,4300.0,SAM,MANI AIRE SUCCIO 1,Celsius,,,,,,,,,,X,,,2024-10-15,74,Sótano,Realizado,0,0.0,0.0,0.0,111109
(0-4000) psi RECEPCIÓN OK ,,,Manometro (0-4000)psi,,CC 368623 // CC423671,Wika,04599,Calibración metrologica,,,,CAL,4300.0,SAM,Manifold de oxigeno banco N2,Celsius,,,,,,,,,,X,,,2024-10-07,66,Sótano,Realizado,0,0.0,0.0,0.0,111109
CALIFICACIÓN DE DESEMPEÑO POR 4 HORAS Y 2 HORAS DE CALIBRACIÓN - PQ y CALB,,,Incubadora,,2457,Thermo scientific,42227925,Verificación metrologica // Calibración,,,,CAL,2300.0,Laboratorio Clínico,Microbiologia,Ainser,,,,,,,,,,,X,,2024-11-06,96,Torre A,Realizado,0,0.0,0.0,0.0,300000
Solo se realiza calificacion de desempeño porque no se puede desconectar   - Pendiente revisar facturación ,,,Nevera,,3219 // 3421,Frigossie,34800234516380000031,Calificación de desempeño metrologica // Calibración,,,,CAL,1000.0,Cirugía,Farmacia cirugia ,Ainser,,,,,,,,X,,,,,2024-09-06,35,Torre A,Realizado,0,0.0,0.0,0.0,650000
(0-4000) psi RECEPCIÓN OK,,,Manometro (0-4000)psi,,CC 368624 // CC 420759,Wika,04606,Calibración metrologica,,,,CAL,4300.0,SAM,Manifold de nitrógeno banco N1,Celsius,,,,,,,,,,X,,,2024-10-15,74,Sótano,Realizado,0,0.0,0.0,0.0,111109
(0-4000) psi pendiente mal,,,Manometro (0-4000)psi,,CC 319862,Wika,4605,Calibración metrologica,,,,CAL,4300.0,SAM,Manifold de dióxido de carbono banco N1,Celsius,,,,,,,,,,X,,,2024-10-15,74,Sótano,Realizado,0,0.0,0.0,0.0,111109
RECEPCIÓN OK ,,,Nevera,,2534,Haier,BE06MYE1T00QENAN0002,Calificación metrologica,,,,CAL,2000.0,Urgencias Adultos,Torre A Urgencias principal,Ainser,,X,,,,,,,,,,,2024-02-02,-182,Torre A,Pendiente,0,0.0,0.0,0.0,650000
RECEPCIÓN OK ,,,Nevera,,2572,Haier,BE0HC10AP00QJNBCV6YL,Calificación metrologica,,,,CAL,3100.0,Banco de Sangre,Separación de Componentes,Ainser,,X,,,,,,,,,,,2024-02-15,-169,Torre H,Pendiente,0,0.0,0.0,0.0,650000
100 µl  RECEPCIÓN OK ,,,Micropipeta,,CC 393892,Biohit,HU08991,Calibración metrologica,,,,CAL,2300.0,Laboratorio Clínico,Inmunoquimica,Celsius,,,X,,,,,,,,,,2024-03-20,-135,Torre A,Pendiente,0,0.0,0.0,0.0,105818
100 -1000 µl RECEPCIÓN OK ,,,Micropipeta,,CC 396605,Boeco,QE414049,Calibración metrologica,,,,CAL,2300.0,Laboratorio Clínico,Microbiología,Celsius,,,X,,,,,,,,,,2024-03-27,-128,Torre A,Pendiente,0,0.0,0.0,0.0,105818
20 µl - En calibración - Pendiente llegada y CERTIFICADO,,,Micropipeta,,CC 376230,Eppendorf,7533-1 / 4101034,Calibración metrologica,,,,CAL,2300.0,Laboratorio Clínico,Inmunoquimica,Celsius,,,,,,,,,,,X,,2024-12-24,144,Torre A,Realizado,0,0.0,0.0,0.0,105818
RECEPCIÓN OK ,,,Micropipeta,,CC 374314 // CC 423548,Performane,KF886387,Calibración metrologica,,,,CAL,2301.0,Laboratorio Clínico,Laboratorio Clínico,Celsius,,,,,,,,,X,,,,2024-10-17,76,Torre A,Realizado,0,0.0,0.0,0.0,105818
RECEPCIÓN OK ,,,Nevera,,2877,PRESVAC,9250,Calificación metrologica,,,,CAL,3100.0,Banco de sangre,Banco de sangre,Ainser,,,,,X,,,,,,,,2024-05-30,-64,Torre H,Pendiente,0,0.0,0.0,0.0,650000
,,,Micropipeta Multicanal,,CC 407508-S,Integra,7020943,Calibración metrologica,,,,CAL,2300.0,Biología Molecular,Biologia Molecular ,Celsius,,,,,,X,,,,,,,2024-06-27,-36,Torre A,Pendiente,0,0.0,0.0,0.0,494098
RECEPCIÓN OK ,,,Nevera,,2826,Supernordico ,05-1808,Calificación metrologica,,,,CAL,3100.0,Banco de sangre,Banco de sangre,Ainser,,,,,X,,,,,,,,2024-05-14,-80,Torre H,Pendiente,0,0.0,0.0,0.0,650000
RECEPCIÓN OK ,,,Nevera,,2827,Supernordico ,15-0915,Calificación metrologica,,,,CAL,4301.0,Farmacia,Farmacia central ,Ainser,,,,,X,,,,,,,,2024-05-16,-78,Torre A,Pendiente,0,0.0,0.0,0.0,650000
RECEPCIÓN OK ,,,Nevera,,2829,Biored,BIO-R1900212,Verificación metrologica,,,,CAL,402.0,UCI C.V Pediátrica,UCI C.V Pediátrica,Ainser,,,,,X,,,,,,,,2024-05-15,-79,Torre C,Pendiente,0,0.0,0.0,0.0,300000
RECEPCIÓN OK ,,,Nevera,,2659,Supernordico,14E-0405,Calificación metrologica,,,,CAL,4301.0,Central de mezclas,Central de mezclas,Ainser,,,X,,,,,,,,,,2024-03-06,-149,Torre A,Pendiente,0,0.0,0.0,0.0,650000
RECEPCIÓN OK ,,,Nevera,,2679,Supernordico,08-0391,Calificación metrologica,,,,CAL,4301.0,Central de mezclas,Central de Mezclas,Ainser,,,X,,,,,,,,,,2024-03-26,-129,Torre A,Pendiente,0,0.0,0.0,0.0,650000
RECEPCIÓN OK ,,,Nevera,,2872,Supernordico,13‑E0355,Verificación metrologica,,,,CAL,200.0,Hospitalización niños,TCP3,Ainser,,,,,,X,,,,,,,2024-06-13,-50,Torre C,Pendiente,0,0.0,0.0,0.0,300000
RECEPCIÓN OK ,,,Nevera,,2533,Haier,BE06MYE1T00QENAN0001,Calificación metrologica,,,,CAL,800.0,UCI neonatal ,Uci Neonatal,Ainser,X,,,,,,,,,,,,2024-01-31,-184,Torre C,Pendiente,0,0.0,0.0,0.0,650000
RECEPCIÓN OK ,,,Nevera,,2571,Supernordico,15E-0453,Calificación metrologica,,,,CAL,1100.0,Hospitalización Adultos,Hospitalización adultos TAP3,Ainser,,X,,,,,,,,,,,2024-02-20,-164,Torre A,Pendiente,0,0.0,0.0,0.0,650000
100 -1000 µl RECEPCIÓN OK ,,,Micropipeta ,,CC 388364,Boeco,RJ846993,Calibración metrologica,,,,CAL,2300.0,Laboratorio Clínico,Laboratorio Clínico,Celsius,,X,,,,,,,,,,,2024-02-20,-164,Torre A,Pendiente,0,0.0,0.0,0.0,105818
RECEPCIÓN OK ,,,Nevera,,2668,Biored,BIO-R1800087,Calificación metrologica,,,,CAL,1302.0,UCI Medica covid 2,UCI Medica covid 2,Ainser,,,X,,,,,,,,,,2024-03-11,-144,Torre B,Pendiente,0,0.0,0.0,0.0,650000
RECEPCIÓN OK ,,,Nevera,,2669,Supernordico,P-3719,Calificación metrologica,,,,CAL,1300.0,UCI Coronaria,UCI Coronaria,Ainser,,,X,,,,,,,,,,2024-03-13,-142,Torre B,Pendiente,0,0.0,0.0,0.0,650000
RECEPCIÓN OK,,,Tensiometro,,"CC 375046 // CC 424931
",Heine,500063117,Calibración metrologica,,,,CAL,5700.0,Laboratorio metrología,Laboratorio metrología,Celsius,,,,,,,,,,X,,,2024-10-30,89,Sótano,Realizado,0,0.0,0.0,0.0,60899
RECEPCIÓN OK,,,Tensiometro,,"CC 375047 // CC 424930
",Heine,500063094,Calibración metrologica,,,,CAL,5700.0,Laboratorio metrología,Laboratorio metrologia,Celsius,,,,,,,,,,X,,,2024-10-30,89,Sótano,Realizado,0,0.0,0.0,0.0,60899
RECEPCIÓN OK ,,,Tensiometro,,"CC 375048 // CC 424929
",Welch Allyn,404010867,Calibración metrologica,,,,CAL,3800.0,Laboratorio metrología,Laboratorio de Metrología,Celsius,,,,,,,,,,X,,,2024-10-30,89,Sótano,Realizado,0,0.0,0.0,0.0,60899
RECEPCIÓN OK ,,,Tensiometro,,CC 375049 // CC 424928,Welch Allyn,131031084696,Calibración metrologica,,,,CAL,5700.0,Laboratorio metrología,Laboratorio de Metrología,Celsius,,,,,,,,,,X,,,2024-10-30,89,Sótano,Realizado,0,0.0,0.0,0.0,60899
RECEPCIÓN OK ,,,Tensiometro digital,,CC 375050 // CC 424936,Pangao,2202004183,Calibración metrologica,,,,CAL,3100.0,Banco de sangre,Banco de sangre,Celsius,,,,,,,,,,X,,,2024-10-30,89,Torre H,Realizado,0,0.0,0.0,0.0,80296
"Equipo presenta un error alto - Error de 7,6 HR% RECEPCIÓN OK",,,Termohigrometro,,CC 375186 // CC 427280,Htc-2,10766,Calibración metrologica,,,,CAL,4300.0,SAM,SAM,Celsius,,,,,,,,,,X,,,2024-10-10,69,Sótano,Realizado,0,0.0,0.0,0.0,92812
RECEPCIÓN OK ,,,Nevera,,2709,Supernordico,P-3564,Calificación metrologica,,,,CAL,800.0,UCI neonatal ,UCI neonatos,Ainser,,,,X,,,,,,,,,2024-04-04,-120,Torre C,Pendiente,0,0.0,0.0,0.0,650000
RECEPCIÓN OK,,,Nevera,, 2999 // 3465,Supernordico,05-1733,Calificación metrologica // Calibración,,,,CAL,2301.0,Biología Molecular,Biología molecular,Ainser,,,,,,,X,,,,,,2024-07-16,-17,Torre H,Pendiente,0,0.0,0.0,0.0,650000
